,c_name,c_type,definition,relation,sub_name,link
1185,Interaction Information Management,Capability,"Ability to collect, organize, track, report on, or otherwise disseminate basic facts, statistics, attributes, and information about a customer.",is part of,Interaction Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130131
1186,Interaction Experience Management,Capability,"Ability to understand customer behavior, perception and satisfaction with respect to interactions with the organization.",is part of,Interaction Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130131
1187,Interaction Monitoring,Capability,"Ability to record, track a customer interaction.",is part of,Interaction Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130131
1188,Initiative Identification,Capability,NA,is part of,Initiative Defintion,https://bian.org/servicelandscape-12-0-0/object_6.html?object=258509
1189,Initiative Establishment,Capability,NA,is part of,Initiative Defintion,https://bian.org/servicelandscape-12-0-0/object_6.html?object=258509
1190,Agreement Price Determination,Capability,"Ability to establish and apply the standard and custom rates, fees, and charges associated with an agreement",is part of,Agreement Terms and Conditions Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130102
1191,Agreement Validation,Capability,"Ability to ensure that an agreement conforms to internal and external policies, and the intentions/goals of the involved parties.",is part of,Agreement Terms and Conditions Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130102
1192,Agreement Standard Terms Inclusion,Capability,Ability to include or exclude the standard product terms in an agreement where applicable.,is part of,Agreement Terms and Conditions Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130102
1193,Agreement Custom Terms Inclusion,Capability,Ability to negotiate and establish non-standard terms into an agreement.,is part of,Agreement Terms and Conditions Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130102
1194,Agreement Access Definition,Capability,"Ability to define the  restrictions, limitations, and permissions of an agreement in a way that can be efficiently, effectively and unambiguously interpreted and enforced.",is part of,Agreement Access Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156141
1195,Agreement Access Control,Capability,"Ability to control, authorize, or grant access to permitted parties to the rights and privileges allowed by an agreement.",is part of,Agreement Access Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156141
1196,Agreement Activation,Capability,Ability to cause an agreement to be “in-force”.,is part of,Agreement Lifecycle Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156150
1197,Agreement Termination,Capability,Ability to cancel or end an agreement in compliance with the terms of an agreement.,is part of,Agreement Lifecycle Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156150
1198,Agreement to Financial Account Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of agreements with financial accounts. ",is part of,Agreement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156156
1199,Agreement to Risk Association,Capability,Ability to manage agreement risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Agreement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156156
1200,Agreement to Information Association,Capability,Ability to manage agreement information by utilizing information management capabilities and incorporating other related information. ,is part of,Agreement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156156
1201,Agreement to Product Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of agreements with products. ",is part of,Agreement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156156
1202,Agreement to Customer Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of agreements with customers. ",is part of,Agreement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156156
1203,Agreement to Channel Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of agreements with channels. ",is part of,Agreement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=156156
1204,Corporate Action Notification,Capability,Ability to notify all stakeholders regarding corporate actions,is part of,Financial Instrument Corporate Action Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95281
1205,Corporate Action Monitoring,Capability,"Ability to be aware of, notify interested parties and calculate all corporate actions associated with financial instruments",is part of,Financial Instrument Corporate Action Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95281
1206,Corporate Action Calculation,Capability,"Ability to calculate the affect of a corporate action a financial instrument, account , agreement",is part of,Financial Instrument Corporate Action Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95281
1207,Financial Instrument to Market Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of financial instruments with markets. ",is part of,Financial Instrument Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95293
1208,Financial Instrument to Information Association,Capability,Ability to manage financial instrument information by utilizing information management capabilities and incorporating other related information. ,is part of,Financial Instrument Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95293
1209,Financial Instrument to Information Association,Capability,Ability to manage financial instrument information by utilizing information management capabilities and incorporating other related information. ,served by,Financial Instrument Reference Data Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40174
1210,Financial Instrument Delivery,Capability,Ability to deliver financial instruments from safekeeping,is part of,Financial Instrument Custodial Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95299
1211,Financial Instrument Inventory Management,Capability,"Ability to record, manage, report on and determine volume of financial instruments in safekeeping.",is part of,Financial Instrument Custodial Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95299
1212,Financial Instrument Inventory Management,Capability,"Ability to record, manage, report on and determine volume of financial instruments in safekeeping.",served by,Branch Currency Management,https://bian.org/servicelandscape-12-0-0/object_23.html?object=48817
1213,Financial Instrument Receipt,Capability,Ability to receive financial instrument(s) for safekeeping,is part of,Financial Instrument Custodial Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95299
1214,Financial Instrument Projected Valuation,Capability,Ability to project (using various methods) the monetary worth of a financial instrument  for any future time.,is part of,Financial Instrument Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95309
1215,Financial Instrument Current Valuation,Capability,Ability to determine the current monetary worth of a financial instrument.,is part of,Financial Instrument Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95309
1216,Financial Instrument Historical Valuation,Capability,Ability to determine the monetary worth of a financial instrument for any point in the past.,is part of,Financial Instrument Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=95309
1217,Order Structuring,Capability,Ability to structure an order appropriate to the intended target financial market.,is part of,Order Placement,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132472
1218,Order Monitoring,Capability,Ability to monitor the order through the order lifecycle.,is part of,Order Placement,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132472
1219,Order / Financial Market Match,Capability,Ability to identify and locate the appropriate financial market where the order should be placed.,is part of,Order Placement,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132472
1220,Order Matching,Capability,Ability to match an order with a corresponding order.,is part of,Order Placement,https://bian.org/servicelandscape-12-0-0/object_6.html?object=132472
1221,Order to Risk Association,Capability,Ability to manage order risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Order Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210498
1222,Order to Information Association,Capability,Ability to manage order information by utilizing information management capabilities and incorporating other related information. ,is part of,Order Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210498
1223,Order to Agreement Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of orders with agreements. ",is part of,Order Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210498
1224,Order to Financial Instrument Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of orders with financial instruments. ",is part of,Order Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210498
1225,Order Affordability Validation,Capability,Ability to determine if the value of the order does not exceed the available funds of the portfolio.,is part of,Order Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210506
1226,Financial Instrument Suitability Verification,Capability,Ability to ensure that a particular a financial instrument is suitable for the client/portfolio.,is part of,Order Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210506
1227,Quote Request,Capability,Ability to request a quote for an order in a given financial market.,is part of,Order Quote Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210512
1228,Trade Finance to Information Association,Capability,Ability to manage trade finance information by utilizing information management capabilities and incorporating other related information. ,is part of,Trade Finance Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161023
1229,Trade Finance to Risk Association,Capability,Ability to manage trade finance risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Trade Finance Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161023
1230,Trade Finance / Collateral Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of trade finance with collateral. ",is part of,Trade Finance Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161023
1231,Trade Finance / Agreement Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of trade fnance with agreements. ",is part of,Trade Finance Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=161023
1232,Payment to Agreement Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of payments with agreements. ",is part of,Payment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175220
1233,Payment to Information Association,Capability,Ability to manage payment information by utilizing information management capabilities and incorporating other related information. ,is part of,Payment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175220
1234,Payment to Parties Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of payments with payment parties (e.g. customers, partners, human capital). ",is part of,Payment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175220
1235,Payment to Risk Association,Capability,Ability to manage payment risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Payment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=175220
1236,Financial Plan to Information Association,Capability,Ability to manage financial plan information by utilizing information management capabilities and incorporating other related information. ,is part of,Financial Plan Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118787
1237,Financial Plan to Risk Association,Capability,Ability to manage financial plan risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Financial Plan Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118787
1238,Financial Plan to Customer Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of XXX with business entities. ",is part of,Financial Plan Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118787
1239,Financial Plan to Policy Association,Capability,Ability to align the management of financial plan with the applicable policies and to manage financial plan policies by utilizing policy management capabilities. ,is part of,Financial Plan Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118787
1240,Medical Care Planning,Capability,TBD,is part of,End of Life Planning,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118795
1241,Wealth Transfer Planning,Capability,TBD,is part of,End of Life Planning,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118795
1242,Goal Monitoring,Capability,TBD,is part of,Goal Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118803
1243,Goal Establishment,Capability,TBD ,is part of,Goal Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118803
1244,Goal Performance Management,Capability,Ability to defne and determine the effectiveness of a goal. ,is part of,Goal Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118803
1245,Financial Plan Performance Threshhold Setting,Capability,Ability to set the desired perfomance of a financial plan. ,is part of,Financial Plan Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118809
1246,Financial Plan Performance Determination,Capability,Abiity to determine the effectiveness of a financial plan. ,is part of,Financial Plan Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118809
1247,Tax Determination,Capability,TBD,is part of,Tax Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118813
1248,Tax Optimization,Capability,TBD,is part of,Tax Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=118813
1249,Investment Portfolio Model Determination,Capability,"Ability to identify and determine which investment portfolio model best matches customer needs, goals and risk tolerance.",is part of,Investment Portfolio Allocation Determination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217001
1250,Investment Constraint Management,Capability,"Ability to identify, control and monitor the specific investments or investment types and classes that are either inappropriate or undesirable/ unwanted by the customer and the financial institution.",is part of,Investment Portfolio Allocation Determination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217001
1251,Standard/Reference Investment Portfolio Model Management,Capability,"Ability to define, update, describe a standard/reference set of investment portfolio allocation models.",is part of,Investment Portfolio Allocation Determination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217001
1252,Investment Portfolio Historical Valuation,Capability,Ability to determine the monetary worth of an investment portfolio for any needed past time.,is part of,Investment Portfolio Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217014
1253,Investment Portfolio Current Valuation,Capability,Ability to determine the current monetary worth of an investment portfolio.,is part of,Investment Portfolio Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217014
1254,Investment Portfolio Projected Valuation,Capability,Ability to project (using various methods) the monetary worth of an investment portfolio for any future time.,is part of,Investment Portfolio Valuation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217014
1255,Investment Portfolio Rate of Return Determination,Capability,"Ability to calculate various rates of returns , for various periods for the investment portfolio.",is part of,Investment Portfolio Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217020
1256,Investment Portfolio Allocation Variance Assessment,Capability,Ability to measure the current investment allocation mix of the investment portfolio allocation against the model allocation.,is part of,Investment Portfolio Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217020
1257,Investment Portfolio Expected/Desired Return Management,Capability,"Ability to identify, set and manage the expected rates of returns for an investment portfolio over time.",is part of,Investment Portfolio Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217020
1258,Investment Portfolio to Information Association,Capability,NA,is part of,Investment Portfolio Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217028
1259,Investment Portfolio to Risk Association,Capability,Ability to manage investment portfolio risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Investment Portfolio Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217028
1260,Investment Portfolio to Policy Association,Capability,NA,is part of,Investment Portfolio Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217028
1261,Investment Portfolio to Agreement Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of investment portfolios with agreements. ",is part of,Investment Portfolio Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=217028
1262,Money Movement Fee Determination,Capability,Ability to determine the fees and charges that are applicable to the monetary movement or exchange.,is part of,Money Movement Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212550
1263,Money Movement Impact Determination,Capability,"Ability to fully identify and understand the the effects of a monetary event or exchange and identify associated parties (customers, partners etc...), accounts, agreements, policies and procedures.",is part of,Money Movement Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212550
1264,Money Movement Recording,Capability,TBD,is part of,Money Movement Processing,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212554
1265,Money Movement Settlement,Capability,TBD,is part of,Money Movement Processing,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212554
1266,Money Movement Monitoring,Capability,TBD,is part of,Money Movement Processing,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212554
1267,Money Movement Request Submission,Capability,Ability to submit a request for a money movement or exchange.,is part of,Money Movement Request Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212562
1268,Money Movement Request Authorization,Capability,Ability to verify that the requestor has the authority to request the monetary movement or exchange.,is part of,Money Movement Request Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212562
1269,Time-based Routing Determination,Capability,TBD,is part of,Money Movement Routing Determination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212568
1270,Cost-based Routing Determination,Capability,TBD,is part of,Money Movement Routing Determination,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212568
1271,Money Movement Information Management,Capability,Ability to manage XXX information by utilizing information management capabilities and incorporating other related information. ,is part of,Money Movement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212576
1272,Money Movement to Financial Account Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of money movement with financial accounts. ",is part of,Money Movement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212576
1273,Money Movement Risk Management,Capability,Ability to manage money movement risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Money Movement Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=212576
1274,Product Design,Capability,NA,is part of,Product Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130219
1275,Product Design,Capability,NA,served by,Product Design,https://bian.org/servicelandscape-12-0-0/object_22.html?object=44093
1276,Product Design,Capability,NA,serves,Product Design,https://bian.org/servicelandscape-12-0-0/object_22.html?object=44093
1277,Product Bundling,Capability,Ability to associate one product with another for product bundling purpose.,is part of,Product Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130219
1278,Product Bundling,Capability,Ability to associate one product with another for product bundling purpose.,served by,Product Combination,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43096
1279,Product Bundling,Capability,Ability to associate one product with another for product bundling purpose.,serves,Product Combination,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43096
1280,Product Feasibility Determination,Capability,Ability to deterine the viability and applicability of a product.,is part of,Product Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130219
1281,Product Market Need Determination,Capability,Ability to identify and describe the appropriate market need for the new or enhanced product.,is part of,Product Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130219
1282,Product Conceptualization,Capability,Ability to invent or formulate an idea for a new product or product enhancement.,is part of,Product Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130219
1283,Product Packaging,Capability,Ability to finalize and prepare a product ready for distribution/availability in the marketplace.,is part of,Product Development,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130219
1284,Product Marketing,Capability,"Ability to produce, distribute and manage product marketing material.",is part of,Product Deployment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130262
1285,Product Training Management,Capability,Ability to provide training related to a product,is part of,Product Deployment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130262
1286,Product to Channel Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of products with channels. ",is part of,Product Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131146
1287,Product to Channel Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of products with channels. ",served by,ATM Network Management,https://bian.org/servicelandscape-12-0-0/object_20.html?object=42253
1288,Product to Business Direction Association,Capability,Ability to align the management of products with business direction. ,is part of,Product Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131146
1289,Product to Business Direction Association,Capability,Ability to align the management of products with business direction. ,served by,Products and Services Direction,https://bian.org/servicelandscape-12-0-0/object_21.html?object=33781
1290,Product to Information Association,Capability,Ability to manage product information by utilizing information management capabilities and incorporating other related information. ,is part of,Product Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131146
1291,Product to Information Association,Capability,Ability to manage product information by utilizing information management capabilities and incorporating other related information. ,served by,Product Directory,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34953
1292,Product to Information Association,Capability,Ability to manage product information by utilizing information management capabilities and incorporating other related information. ,serves,Product Directory,https://bian.org/servicelandscape-12-0-0/object_21.html?object=34953
1293,Product to Information Association,Capability,Ability to manage product information by utilizing information management capabilities and incorporating other related information. ,serves,Product Portfolio,https://bian.org/servicelandscape-12-0-0/object_21.html?object=36619
1294,Product to Risk Association,Capability,Ability to manage product risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Product Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131146
1295,Product to Brand Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of a product with a brand and utilize a brand for the product. ",is part of,Product Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131146
1296,Price Finalization,Capability,"Ability to set final pricing based on all factors including risk, strategy, compliance and policy.",is part of,Product Pricing (Determination),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131482
1297,Cost-Based Determination,Capability,Ability to assess price options based on estimated product and distribution expenditures.,is part of,Product Pricing (Determination),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131482
1298,Market-Based Price Determination,Capability,Ability to formulate and assess price options based on what the targeted market(s) will bear.,is part of,Product Pricing (Determination),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131482
1299,Product Distribution Incentive Management,Capability,Ability to determine and set distribution incentives including distribution commission.,is part of,Product Pricing (Determination),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131482
1300,Product Profitability Determination,Capability,Ability to determine cost and revenue (profitability) of a product.,is part of,Product Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131525
1301,Product Market Assessment,Capability,Ability to determine the market receptiveness to a product.,is part of,Product Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131525
1302,Product Performance Target,Capability,Ability to set performance targets for a product.,is part of,Product Performance Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=131525
1303,Product Version Effective Period Management,Capability,Ability to define and control the effective dates of a product version.,is part of,Product Version Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215489
1304,Product Eligibility Validation,Capability,"Ability to validate the eligibility rules and constraints against policy, strategy and applicable legislation.",is part of,Product Eligibility Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215491
1305,Product Eligibility Determination,Capability,Ability to assess if a customer is eligible for and meets all the eligibility rules of a product.,is part of,Product Eligibility Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215491
1306,Product Eligibility Definition,Capability,Ability to define the rules and constraints of the product eligibility.,is part of,Product Eligibility Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215491
1307,Product Partner Sourcing,Capability,Ability to find potential product partners,is part of,Product Sourcing,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215525
1308,Product Partner Agreement Management,Capability,Ability to negotiate with and contract  product partners.,is part of,Product Sourcing,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215525
1309,Trust to Information Association,Capability,Ability to manage trust information by utilizing information management capabilities and incorporating other related information. ,is part of,Trust Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=83319
1310,Trust to Risk Association,Capability,Ability to manage trust risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Trust Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=83319
1311,Fiduciary Disclosure Manangement,Capability,TBD,is part of,Fiduciary Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=83327
1312,Fiduciary Limits Determination,Capability,TBD,is part of,Fiduciary Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=83327
1313,Collateral to Information Association,Capability,Ability to manage collateral information by utilizing information management capabilities and incorporating other related information. ,is part of,Collateral Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210197
1314,Collateral to Risk Association,Capability,Ability to manage collateral risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Collateral Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210197
1315,Collateral to Agreement Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of collateral with agreements. ",is part of,Collateral Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210197
1316,Collateral Encumbrance Determination,Capability,Ability to determine if there are any claims against the property that would affect the ability to be used as collateral. ,is part of,Collateral Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210205
1317,Collateral Suitability Determination,Capability,Ability to determine if an asset is suitable for the intended collateral usage. ,is part of,Collateral Validation,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210205
1318,Collateral Disposition,Capability,Ability to relinquish control and/or ownership of collateral. ,is part of,Collateral Lifecycle Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210211
1319,Collateral Acquisition,Capability,Ability to assume control and/or ownership of collateral,is part of,Collateral Lifecycle Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=210211
1320,Intellectual Property to Product Association,Capability,NA,is part of,Intellectual Property Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215324
1321,Intellectual Property to Human Capital Association,Capability,NA,is part of,Intellectual Property Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215324
1322,Intellectual Property to Policy Association,Capability,NA,is part of,Intellectual Property Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215324
1323,Intellectual Property to Business Direction Association,Capability,NA,is part of,Intellectual Property Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215324
1324,Intellectual Property to Information Association,Capability,NA,is part of,Intellectual Property Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215324
1325,Intellectual Property to Risk Association,Capability,NA,is part of,Intellectual Property Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215324
1326,Intellectual Property Registration,Capability,NA,is part of,Intellectual Property Protection Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215340
1327,Intellectual Property Infringement Detection,Capability,NA,is part of,Intellectual Property Protection Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215340
1328,Intellectual Property Access Management,Capability,NA,is part of,Intellectual Property Protection Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=215340
1329,Facility And Equipment Schedule Management,Capability,Ability to schedule the use of physical investments.,is part of,Facilities And Equipment Utilization Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130224
1330,Facility And Equipment Schedule Management,Capability,Ability to schedule the use of physical investments.,served by,Equipment Administration,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43461
1331,Facility And Equipment Guest Services,Capability,Ability to provide concierge services to guests of company sites.,is part of,Facilities And Equipment Utilization Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=130224
1332,Facility And Equipment Utilities Management,Capability,Ability to provide the basic and necessary services for physical investments.,is part of,Facilities And Equipment Maintenance (Upkeep),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131488
1333,Facility And Equipment Utilities Management,Capability,Ability to provide the basic and necessary services for physical investments.,served by,Utilities Administration,https://bian.org/servicelandscape-12-0-0/object_21.html?object=32750
1334,Facility And Equipment Improvement,Capability,Ability to incrementally improve the usefulness or state of a physical investment.,is part of,Facilities And Equipment Maintenance (Upkeep),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131488
1335,Facility And Equipment Condition Monitoring,Capability,Ability to determine the current state of physical investments.,is part of,Facilities And Equipment Maintenance (Upkeep),https://bian.org/servicelandscape-12-0-0/object_6.html?object=131488
1336,Facility And Equipment Purchase And Leasing Management,Capability,Ability to acquire an existing physical investment.,is part of,Facilities And Equipment Acquisition,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211088
1337,Facility And Equipment Construction,Capability,Ability to build a needed physical investment.,is part of,Facilities And Equipment Acquisition,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211088
1338,Facilities And Equipment Information Management,Capability,Ability to manage facilities and equipment information by utilizing information management capabilities and incorporating other related information. ,is part of,Facility And Equipment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211096
1339,Facility And Equipment to Risk Association,Capability,Ability to manage facilities and equipment risk by utilizing risk management capabilities and incorporating other related risks. ,is part of,Facility And Equipment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211096
1340,Facility And Equipment to Business Entity Association,Capability,"Ability to manage (e.g. determine, establish, identify) the relationship of XXX with business entities. ",is part of,Facility And Equipment Association Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211096
1341,Facility And Equipment Sales,Capability,Ability to receive compensation for the transfer ownership of physical property.,is part of,Facilities And Equipment Relinquishment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211105
1342,Facility And Equipment Disposal,Capability,Ability to dispose of physical property.,is part of,Facilities And Equipment Relinquishment,https://bian.org/servicelandscape-12-0-0/object_6.html?object=211105
